,State,Name of reporting district,ALL_MTH00numvalid,ALL_MTH00pctprof,Year,ALL_RLA00numvalid,ALL_RLA00pctprof
43349,texas,water valley independent school district,172,90-94,2010,170,
43350,texas,waxahachie independent school district,3852,86,2010,3841,90
43351,texas,weatherford independent school district,4031,88,2010,4022,92
43352,texas,webb cindependent school district,175,85-89,2010,174,90-94
43353,texas,weimar independent school district,279,85,2010,277,90
43354,texas,wellington independent school district,262,92,2010,261,94
43355,texas,wellman-union cindependent school district,116,85-89,2010,116,90-94
43356,texas,wells independent school district,164,85-89,2010,163,85-89
43357,texas,weslaco independent school district,8949,85,2010,8918,84
43358,texas,west hardin county cindependent school district,329,72,2010,328,83
43359,texas,west independent school district,792,84,2010,791,90
43360,texas,west orange-cove cindependent school district,1199,65,2010,1193,77
43361,texas,west oso independent school district,1091,78,2010,1085,83
43362,texas,west rusk independent school district,512,71,2010,510,85
43363,texas,west sabine independent school district,347,74,2010,346,85
43364,texas,westbrook independent school district,121,85-89,2010,121,90-94
43365,texas,westhoff independent school district,27,,2010,26,
43366,texas,westphalia independent school district,100,,2010,100,
43367,texas,wharton independent school district,1040,76,2010,1040,82
43368,texas,wheeler independent school district,212,78,2010,208,85
43369,texas,white deer independent school district,181,85-89,2010,182,90-94
43370,texas,white oak independent school district,768,92,2010,769,96
43371,texas,white settlement independent school district,3151,83,2010,3142,90
43372,texas,whiteface cindependent school district,140,90-94,2010,139,90-94
43373,texas,whitehouse independent school district,2426,92,2010,2422,94
43374,texas,whitesboro independent school district,808,84,2010,807,91
43375,texas,whitewright independent school district,402,95,2010,403,97
43376,texas,whitharral independent school district,105,80-84,2010,105,85-89
43377,texas,whitney independent school district,799,80,2010,798,88
43378,texas,wichita falls independent school district,7151,83,2010,7142,88
43379,texas,wildorado independent school district,53,,2010,53,
43380,texas,willis independent school district,3320,85,2010,3314,88
43381,texas,wills point independent school district,1372,77,2010,1372,88
43382,texas,wilson independent school district,62,65-69,2010,62,85-89
43383,texas,windthorst independent school district,247,91,2010,245,95
43384,texas,winfield independent school district,104,70-74,2010,104,75-79
43385,texas,wink-loving independent school district,171,85-89,2010,169,85-89
43386,texas,winnsboro independent school district,750,90,2010,751,92
43387,texas,winona independent school district,509,88,2010,508,92
43388,texas,winters independent school district,298,82,2010,297,89
43389,texas,woden independent school district,412,89,2010,412,95
43390,texas,wolfe city independent school district,297,93,2010,297,97
43391,texas,woodsboro independent school district,243,82,2010,243,92
43392,texas,woodson independent school district,50,80-89,2010,50,
43393,texas,woodville independent school district,720,82,2010,720,90
43394,texas,wortham independent school district,271,81,2010,273,89
43395,texas,wylie independent school district,1783,96,2010,1779,96
43396,texas,wylie independent school district,6680,91,2010,6660,93
43397,texas,yantis independent school district,174,75-79,2010,174,90-94
43398,texas,yoakum independent school district,776,84,2010,772,88
43399,texas,yorktown independent school district,287,82,2010,281,84
43400,texas,ysleta independent school district,22624,84,2010,22360,88
43401,texas,zapata county independent school district,1722,81,2010,1707,80
43402,texas,zavalla independent school district,246,86,2010,247,91
43403,texas,zephyr independent school district,119,80-84,2010,118,90-94
43404,texas,benavides independent school district,205,72,2010,203,85
43405,utah,american preparatory academy,638,76,2010,693,82
43406,utah,pinnacle canyon academy,254,56,2010,270,69
43407,utah,city academy,29,40-59,2010,44,
43408,utah,success school,8,,2010,9,
43409,utah,soldier hollow charter school,103,80-84,2010,105,
43410,utah,tuacahn high school for the performing arts,58,50-59,2010,79,90-94
43411,utah,uintah river high,6,,2010,13,
43412,utah,john hancock charter school,118,90-94,2010,118,
43413,utah,thomas edison - north,622,82,2010,643,81
43414,utah,timpanogos academy,267,89,2010,268,89
43415,utah,academy for math engineering & science (ames),100,40-44,2010,119,90-94
43416,utah,salt lake arts academy,283,89,2010,284,95
43417,utah,fast forward high,54,20-29,2010,41,60-69
43418,utah,odyssey charter school,248,77,2010,249,80
43419,utah,lincoln academy,395,76,2010,401,86
43420,utah,beehive science & technology academy (bsta),96,65-69,2010,119,75-79
43421,utah,wasatch peak academy,220,82,2010,220,85
43422,utah,north star academy,299,93,2010,301,91
43423,utah,alpine school district,31235,82,2010,35019,86
43424,utah,reagan academy,428,86,2010,428,95
43425,utah,american leadership academy,744,64,2010,802,81
43426,utah,navigator pointe academy,309,83,2010,312,88
43427,utah,moab community school,29,60-79,2010,29,60-79
43428,utah,east hollywood high,54,70-79,2010,75,85-89
43429,utah,renaissance academy,376,85,2010,382,89
43430,utah,intech collegiate high school,25,,2010,31,
43431,utah,channing hall,424,83,2010,424,88
43432,utah,entheos academy,313,61,2010,317,78
43433,utah,spectrum academy,198,45-49,2010,196,60-64
43434,utah,lakeview academy,416,71,2010,418,82
43435,utah,syracuse arts academy,562,85,2010,605,91
43436,utah,legacy preparatory academy,513,82,2010,537,89
43437,utah,george washington academy,392,94,2010,392,91
43438,utah,liberty academy,287,59,2010,348,70
43439,utah,noah webster academy,292,79,2010,292,76
43440,utah,monticello academy,423,66,2010,428,85
43441,utah,salt lake school for the performing arts,27,21-39,2010,39,
43442,utah,mountainville academy,428,86,2010,431,83
43443,utah,paradigm high school,141,50-54,2010,141,90-94
43444,utah,karl g maeser preparatory academy,212,81,2010,284,94
43445,utah,ogden preparatory academy,608,65,2010,630,80
43446,utah,beaver school district,757,90,2010,803,89
43447,utah,walden school of liberal arts,130,65-69,2010,144,80-84
43448,utah,freedom academy,420,81,2010,421,88
43449,utah,no ut acad for math engineering & science (nuames),44,80-89,2010,142,
43450,utah,ranches academy,195,85-89,2010,195,85-89
43451,utah,davinci academy,156,45-49,2010,168,80-84
43452,utah,summit academy,672,88,2010,673,96
43453,utah,north davis preparatory academy,564,83,2010,566,89
43454,utah,utah schools for deaf & blind,54,19-Nov,2010,52,20-29
43455,utah,edith bowen laboratory school,148,85-89,2010,148,85-89
43456,utah,canyon rim academy,292,86,2010,293,87
43457,utah,guadalupe school,38,50-59,2010,38,50-59
43458,utah,dual immersion academy,189,45-49,2010,191,50-54
43459,utah,cs lewis academy,123,70-74,2010,128,60-64
43460,utah,box elder school district,5154,73,2010,5721,81
43461,utah,open classroom,206,70,2010,208,80
43462,utah,cache school district,7582,85,2010,8205,90
43463,utah,gateway preparatory academy,261,42,2010,262,67
43464,utah,salt lake center for science education,205,80,2010,219,90
43465,utah,providence hall,391,88,2010,391,85
43466,utah,rockwell charter high school,167,55-59,2010,235,80
43467,utah,utah virtual academy,1118,46,2010,1150,75
43468,utah,merit college preparatory academy,82,45-49,2010,83,90-94
43469,utah,quest academy,337,75,2010,337,78
43470,utah,venture academy,263,75,2010,274,79
43471,utah,excelsior academy,368,65,2010,383,79
43472,utah,hawthorn academy,474,77,2010,496,86
43473,utah,open high school of utah,46,50-59,2010,70,90-94
43474,utah,oquirrh mountain charter school,360,83,2010,364,84
43475,utah,early light academy at daybreak,464,76,2010,462,79
43476,utah,vista at entrada school of performing arts and technology,477,68,2010,479,76
43477,utah,canyons school district,16672,74,2010,18112,83
43478,utah,quail run primary school,199,50-54,2010,201,74
43479,utah,maria montessori academy,224,44,2010,224,69
43480,utah,weilenmann school of discovery,287,82,2010,287,89
43481,utah,bear river charter school,103,65-69,2010,105,85-89
43482,utah,good foundation academy,111,70-74,2010,111,70-74
43483,utah,summit academy high school,18,21-39,2010,25,
43484,utah,carbon school district,1706,71,2010,1809,80
43485,utah,daggett school district,85,85-89,2010,94,80-84
43486,utah,davis school district,31974,76,2010,35062,84
43487,utah,duchesne school district,2204,66,2010,2308,84
43488,utah,emery school district,1171,74,2010,1227,81
43489,utah,garfield school district,422,84,2010,482,85
43490,utah,grand school district,794,56,2010,775,81
43491,utah,granite school district,32767,60,2010,35347,71
43492,utah,iron school district,4234,82,2010,4494,88
43493,utah,jordan school district,25410,73,2010,26714,81
43494,utah,juab school district,1184,83,2010,1180,94
43495,utah,kane school district,542,85,2010,573,87
43496,utah,logan school district,2706,79,2010,2948,82
43497,utah,millard school district,1409,74,2010,1466,84
43498,utah,morgan school district,1169,88,2010,1262,89
43499,utah,murray school district,2952,74,2010,3228,82
43500,utah,nebo school district,14069,78,2010,15112,83
43501,utah,north sanpete school district,1186,76,2010,1279,82
43502,utah,north summit school district,513,79,2010,519,82
43503,utah,ogden school district,5669,48,2010,6135,65
43504,utah,park city school district,2165,82,2010,2352,91
43505,utah,piute school district,142,75-79,2010,162,85-89
43506,utah,provo school district,6107,79,2010,6819,86
43507,utah,rich school district,210,81,2010,230,86
43508,utah,salt lake school district,11248,63,2010,11930,72
43509,utah,san juan school district,1381,53,2010,1467,67
43510,utah,sevier school district,2296,80,2010,2394,92
43511,utah,south sanpete school district,1663,82,2010,1635,85
43512,utah,south summit school district,739,86,2010,776,88
43513,utah,tintic school district,117,70-74,2010,117,90-94
43514,utah,tooele school district,6887,68,2010,6947,81
43515,utah,uintah school district,3193,74,2010,3251,86
43516,utah,wasatch school district,2509,78,2010,2710,84
43517,utah,washington school district,12882,78,2010,13587,84
43518,utah,wayne school district,257,78,2010,278,82
43519,utah,weber school district,15120,68,2010,16383,77
43520,vermont,castleton-hubbardton usd 42,243,73,2010,243,76
43521,vermont,spaulding uhsd 41,169,30-34,2010,171,65-69
43522,vermont,lakeview usd 43,42,60-69,2010,42,70-79
43523,vermont,essex community education ctr,311,63,2010,311,85
43524,vermont,duxbury/waterbury union #45,406,68,2010,406,76
43525,vermont,mettawee community school,94,75-79,2010,94,75-79
43526,vermont,rivendell interstate school district,251,66,2010,251,73
43527,vermont,bellows free academy union high school #48,256,35,2010,261,71
43528,vermont,athens/grafton contract school district,38,60-69,2010,38,60-69
43529,vermont,whitingham/wilmington joint district,156,50-54,2010,157,65-69
43530,vermont,brookline/newfane joint school contract,87,65-69,2010,87,75-79
43531,vermont,addison school district,64,75-79,2010,64,80-84
43532,vermont,albany school district,60,50-59,2010,60,60-69
43533,vermont,alburg school district,132,40-44,2010,132,60-64
43534,vermont,arlington school district,177,50-54,2010,177,70-74
43535,vermont,bakersfield school district,98,45-49,2010,98,65-69
43536,vermont,barnard school district,22,,2010,22,
43537,vermont,barnet school district,128,65-69,2010,128,65-69
43538,vermont,barre city school district,507,62,2010,508,68
43539,vermont,barre town school district,551,65,2010,551,77
43540,vermont,barton id school district,101,65-69,2010,102,75-79
43541,vermont,bennington id school district,398,49,2010,397,62
43542,vermont,benson school district,76,50-54,2010,76,60-64
43543,vermont,berkshire school district,104,50-54,2010,105,75-79
43544,vermont,berlin school district,113,50-54,2010,113,65-69
43545,vermont,bethel school district,155,55-59,2010,155,75-79
43546,vermont,bolton school district,28,60-79,2010,28,60-79
43547,vermont,bradford id school district,115,60-64,2010,115,75-79
43548,vermont,braintree school district,50,50-59,2010,50,70-79
43549,vermont,randolph uhsd 2,223,50,2010,225,71
43550,vermont,brandon school district,179,65-69,2010,180,60-64
43551,vermont,brattleboro school district,443,61,2010,442,67
43552,vermont,brattleboro uhsd 6,505,48,2010,507,72
43553,vermont,bridport school district,41,40-49,2010,41,50-59
43554,vermont,bridgewater school district,30,60-79,2010,30,60-79
43555,vermont,brighton school district,71,45-49,2010,71,65-69
43556,vermont,bristol school district,165,60-64,2010,166,65-69
43557,vermont,brookfield school district,44,70-79,2010,44,60-69
43558,vermont,brownington school district,62,65-69,2010,62,65-69
43559,vermont,burke school district,121,60-64,2010,121,70-74
43560,vermont,burlington school district,1824,54,2010,1813,69
43561,vermont,cabot school district,106,55-59,2010,106,70-74
43562,vermont,calais school district,61,75-79,2010,61,85-89
43563,vermont,cambridge school district,153,60-64,2010,152,70-74
43564,vermont,canaan school district,103,45-49,2010,104,65-69
43565,vermont,cavendish school district,66,70-74,2010,66,60-64
43566,vermont,champlain valley uhsd 15,333,54,2010,337,83
43567,vermont,charleston school district,55,50-59,2010,55,70-79
43568,vermont,charlotte school district,305,86,2010,306,90
43569,vermont,chelsea school district,86,55-59,2010,85,65-69
43570,vermont,clarendon school district,113,65-69,2010,113,65-69
43571,vermont,colchester school district,1133,68,2010,1133,76
43572,vermont,concord school district,121,60-64,2010,118,65-69
43573,vermont,cornwall school district,52,70-79,2010,52,
43574,vermont,coventry school district,61,65-69,2010,61,70-74
43575,vermont,craftsbury school district,94,55-59,2010,94,70-74
43576,vermont,danville school district,175,65-69,2010,175,65-69
43577,vermont,derby school district,202,65,2010,203,73
43578,vermont,dorset school district,112,75-79,2010,112,85-89
43579,vermont,dover school district,37,80-89,2010,37,
43580,vermont,dummerston school district,107,55-59,2010,107,75-79
43581,vermont,east haven school district,12,,2010,12,
43582,vermont,east montpelier school district,124,65-69,2010,124,70-74
43583,vermont,eden school district,68,55-59,2010,68,65-69
43584,vermont,elmore school district,5,,2010,5,
43585,vermont,enosburgh town school district,289,54,2010,290,71
43586,vermont,essex junction id school dist,656,75,2010,654,77
43587,vermont,essex town school district,808,75,2010,809,80
43588,vermont,fair haven school district,219,65,2010,222,75
43589,vermont,fair haven uhsd 16,107,40-44,2010,107,75-79
43590,vermont,fairfax school district,464,65,2010,464,73
43591,vermont,fairfield school district,157,65-69,2010,157,80-84
43592,vermont,fayston school district,60,,2010,60,80-89
43593,vermont,ferrisburg school district,107,75-79,2010,107,80-84
43594,vermont,fletcher school district,55,60-69,2010,55,60-69
43595,vermont,franklin school district,72,80-84,2010,72,70-74
43596,vermont,georgia school district,403,74,2010,403,76
43597,vermont,glover school district,95,75-79,2010,95,90-94
43598,vermont,grand isle school district,139,55-59,2010,139,55-59
43599,vermont,guildhall school district,12,,2010,12,
43600,vermont,guilford school district,95,60-64,2010,95,70-74
43601,vermont,halifax school district,39,70-79,2010,39,
43602,vermont,hardwick school district,145,50-54,2010,145,60-64
43603,vermont,harwood uhsd 19,283,59,2010,284,72
43604,vermont,hartford school district,805,59,2010,805,69
43605,vermont,hartland school district,204,74,2010,204,83
43606,vermont,highgate school district,169,50-54,2010,169,60-64
43607,vermont,hinesburg school district,301,75,2010,300,80
43608,vermont,holland school district,37,60-69,2010,37,60-69
43609,vermont,huntington school district,45,80-89,2010,45,80-89
43610,vermont,hyde park school district,115,55-59,2010,115,65-69
43611,vermont,irasburg school district,82,55-59,2010,83,65-69
43612,vermont,isle la motte school district,20,40-59,2010,20,60-79
43613,vermont,jamaica school district,36,40-49,2010,36,70-79
43614,vermont,jay/westfield joint elementary,51,70-79,2010,52,70-79
43615,vermont,jericho school district,103,75-79,2010,103,70-74
43616,vermont,johnson school district,102,60-64,2010,102,60-64
43617,vermont,lake region uhsd 24,93,30-34,2010,93,80-84
43618,vermont,lamoille uhsd 18,429,41,2010,429,62
43619,vermont,leicester school district,25,60-79,2010,25,
43620,vermont,leland and gray uhsd 34,178,55-59,2010,180,65-69
43621,vermont,lincoln school district,63,80-84,2010,64,75-79
43622,vermont,lowell school district,83,55-59,2010,83,60-64
43623,vermont,ludlow school district,63,55-59,2010,64,55-59
43624,vermont,lunenburg school district,72,50-54,2010,72,65-69
43625,vermont,lyndon school district,321,60,2010,321,65
43626,vermont,manchester school district,284,67,2010,288,74
43627,vermont,marlboro school district,55,60-69,2010,55,70-79
43628,vermont,middlebury id school district,225,72,2010,226,70
43629,vermont,middlebury uhsd 3,460,62,2010,460,78
43630,vermont,middlesex school district,82,75-79,2010,82,80-84
43631,vermont,middletown springs school district,32,60-69,2010,32,60-69
43632,vermont,milton id school district,889,55,2010,892,65
43633,vermont,missisquoi valley uhsd 7,442,45,2010,442,63
43634,vermont,monkton school district,112,75-79,2010,112,75-79
43635,vermont,montgomery school district,89,90-94,2010,89,90-94
43636,vermont,montpelier school district,427,71,2010,427,79
43637,vermont,moretown school district,68,80-84,2010,68,90-94
43638,vermont,morgan school district,19,40-59,2010,19,40-59
43639,vermont,morristown school district,493,54,2010,495,67
43640,vermont,mount anthony uhsd 14,864,51,2010,865,68
43641,vermont,mount holly school district,56,80-89,2010,56,70-79
43642,vermont,mount mansfield usd 17,1015,72,2010,1017,84
43643,vermont,new haven school district,52,60-69,2010,52,60-69
43644,vermont,newark school district,37,60-69,2010,37,
43645,vermont,newbury school district,67,50-54,2010,67,65-69
43646,vermont,newport city school district,154,65-69,2010,156,70-74
43647,vermont,newport town school district,63,40-44,2010,63,45-49
43648,vermont,north bennington id sch district,82,70-74,2010,82,75-79
43649,vermont,north hero school district,28,,2010,28,60-79
43650,vermont,northfield school district,331,50,2010,332,64
43651,vermont,norwich school district,181,80-84,2010,180,90-94
43652,vermont,orange school district,69,45-49,2010,70,60-64
43653,vermont,orleans id school district,62,45-49,2010,62,80-84
43654,vermont,orwell school district,80,70-74,2010,80,80-84
43655,vermont,otter valley uhsd 8,259,48,2010,259,68
43656,vermont,peacham school district,18,60-79,2010,18,60-79
43657,vermont,pittsford school district,139,65-69,2010,139,65-69
43658,vermont,pomfret school district,45,80-89,2010,45,
43659,vermont,poultney school district,207,59,2010,207,68
43660,vermont,pownal school district,137,50-54,2010,138,50-54
43661,vermont,proctor school district,171,60-64,2010,171,70-74
43662,vermont,putney school district,126,55-59,2010,126,70-74
43663,vermont,randolph school district,190,60-64,2010,189,70-74
43664,vermont,reading school district,15,,2010,15,
43665,vermont,readsboro school district,43,50-59,2010,43,70-79
43666,vermont,richford school district,224,36,2010,224,54
43667,vermont,richmond school district,117,75-79,2010,117,80-84
43668,vermont,ripton school district,28,60-79,2010,28,
43669,vermont,rochester school district,97,50-54,2010,98,65-69
43670,vermont,rockingham school district,398,59,2010,399,69
43671,vermont,roxbury school district,22,60-79,2010,22,60-79
43672,vermont,royalton school district,156,50-54,2010,156,70-74
43673,vermont,rutland city school district,1146,55,2010,1149,67
43674,vermont,rutland town school district,239,72,2010,239,79
43675,vermont,salisbury school district,54,60-69,2010,54,70-79
43676,vermont,shaftsbury school district,115,60-64,2010,115,70-74
43677,vermont,sharon school district,55,80-89,2010,55,80-89
43678,vermont,shelburne school district,531,81,2010,529,84
43679,vermont,sheldon school district,159,55-59,2010,159,60-64
43680,vermont,sherburne town school district,45,,2010,46,80-89
43681,vermont,shoreham school district,36,60-69,2010,36,60-69
43682,vermont,shrewsbury school district,24,60-79,2010,24,60-79
43683,vermont,south burlington school dist,1260,73,2010,1257,82
43684,vermont,south hero school district,76,75-79,2010,76,80-84
43685,vermont,springfield school district,699,45,2010,702,62
43686,vermont,saint albans city school district,440,57,2010,439,66
43687,vermont,saint albans town school district,498,63,2010,499,66
43688,vermont,saint johnsbury school district,365,54,2010,366,69
43689,vermont,stamford school district,51,50-59,2010,51,70-79
43690,vermont,starksboro school district,93,65-69,2010,93,65-69
43691,vermont,stockbridge school district,32,60-69,2010,32,60-69
43692,vermont,stowe school district,395,74,2010,390,84
43693,vermont,strafford school district,85,85-89,2010,85,85-89
43694,vermont,sudbury school district,14,,2010,14,
43695,vermont,sunderland school district,30,60-79,2010,30,60-79
43696,vermont,sutton school district,64,50-54,2010,65,70-74
43697,vermont,swanton school district,320,55,2010,320,61
43698,vermont,thetford school district,122,75-79,2010,122,75-79
43699,vermont,tinmouth school district,25,,2010,25,
43700,vermont,townshend school district,58,70-79,2010,58,70-79
43701,vermont,troy school district,108,55-59,2010,109,55-59
43702,vermont,tunbridge school district,74,65-69,2010,74,65-69
43703,vermont,underhill id school district,47,70-79,2010,47,70-79
43704,vermont,underhill town school district,63,80-84,2010,63,90-94
43705,vermont,blue mountain usd 21,196,40-44,2010,197,60-64
43706,vermont,twinfield usd 33,230,53,2010,231,67
43707,vermont,millers run usd 37,86,40-44,2010,86,60-64
43708,vermont,flood brook usd 20,170,75-79,2010,170,80-84
43709,vermont,mount abraham uhsd 28,372,49,2010,374,71
43710,vermont,uhsd 32,385,58,2010,387,76
43711,vermont,currier memorial usd 23,61,45-49,2010,61,55-59
43712,vermont,black river usd 39,88,45-49,2010,88,60-64
43713,vermont,waits river valley usd#36,148,45-49,2010,148,55-59
43714,vermont,hazen uhsd 26,194,30-34,2010,195,55-59
43715,vermont,mill river usd 40,279,51,2010,279,77
43716,vermont,chester-andover usd 29,149,60-64,2010,149,65-69
43717,vermont,bellows falls uhsd 27,65,20-24,2010,65,60-64
43718,vermont,oxbow uhsd 30,198,40-44,2010,198,70-74
43719,vermont,green mountain uhsd 35,178,50-54,2010,178,65-69
43720,vermont,vergennes uesd #44,154,70-74,2010,154,75-79
43721,vermont,vergennes uhsd 5,278,56,2010,279,74
43722,vermont,vernon school district,95,60-64,2010,96,60-64
43723,vermont,waitsfield school district,80,70-74,2010,80,75-79
43724,vermont,walden school district,65,60-64,2010,66,70-74
43725,vermont,wallingford school district,67,65-69,2010,67,70-74
43726,vermont,wardsboro school district,41,70-79,2010,41,80-89
43727,vermont,warren school district,92,80-84,2010,90,90-94
43728,vermont,washington school district,45,40-49,2010,45,50-59
43729,vermont,waterford school district,120,70-74,2010,120,75-79
43730,vermont,waterville school district,41,50-59,2010,41,60-69
43731,vermont,weathersfield school district,140,55-59,2010,140,70-74
43732,vermont,wells school district,39,60-69,2010,39,70-79
43733,vermont,west rutland school district,178,55-59,2010,176,65-69
43734,vermont,west windsor school district,42,70-79,2010,42,
43735,vermont,westford school district,155,75-79,2010,155,80-84
43736,vermont,westminster school district,110,55-59,2010,110,60-64
43737,vermont,weybridge school district,46,80-89,2010,46,70-79
43738,vermont,whiting school district,12,,2010,12,
43739,vermont,whitingham school district,45,40-49,2010,45,60-69
43740,vermont,williamstown school district,271,44,2010,271,62
43741,vermont,williston school district,747,76,2010,747,80
43742,vermont,wilmington school district,36,70-79,2010,36,60-69
43743,vermont,windham school district,10,,2010,10,
43744,vermont,windsor school district,269,57,2010,269,73
43745,vermont,winooski school district,377,32,2010,363,52
43746,vermont,wolcott school district,73,75-79,2010,73,75-79
43747,vermont,woodbury school district,25,60-79,2010,25,60-79
43748,vermont,woodford school district,16,,2010,16,60-79
43749,vermont,woodstock school district,111,75-79,2010,111,85-89
43750,vermont,woodstock uhsd 4,268,67,2010,268,83
43751,vermont,worcester school district,43,60-69,2010,43,60-69
43752,vermont,north country junior uhsd 22,313,60,2010,314,70
43753,vermont,north country senior uhsd 22,224,38,2010,226,71
43754,vermont,barstow joint contract district,182,75-79,2010,181,80-84
43755,virginia,doe sop educ programs,368,36,2010,178,60-64
43756,virginia,vsdb-staunton,70,45-49,2010,52,60-69
43757,virginia,accomack co pblc schs,3045,86,2010,2536,84
43758,virginia,department of correctional education,200,50-54,2010,158,65-69
43759,virginia,albemarle co pblc schs,8235,91,2010,6882,91
43760,virginia,alexandria city pblc schs,7094,78,2010,5770,81
43761,virginia,alleghany co pblc schs,1862,85,2010,1476,88
43762,virginia,amelia co pblc schs,1228,81,2010,1031,86
43763,virginia,amherst co pblc schs,2851,85,2010,2385,85
43764,virginia,appomattox co pblc schs,1519,79,2010,1240,85
43765,virginia,arlington co pblc schs,12178,87,2010,10124,90
43766,virginia,augusta co pblc schs,6918,86,2010,5674,87
43767,virginia,bath co pblc schs,445,83,2010,347,86
43768,virginia,bedford co pblc schs,6903,82,2010,5596,87
43769,virginia,bland co pblc schs,591,87,2010,480,87
43770,virginia,botetourt co pblc schs,3322,91,2010,2721,92
43771,virginia,bristol city pblc schs,1537,84,2010,1221,86
43772,virginia,brunswick co pblc schs,1238,81,2010,1048,81
43773,virginia,buchanan co pblc schs,1983,82,2010,1656,86
43774,virginia,buckingham co pblc schs,1154,87,2010,970,87
43775,virginia,buena vista city pblc schs,752,73,2010,624,85
43776,virginia,campbell co pblc schs,5482,84,2010,4269,88
43777,virginia,caroline co pblc schs,2637,80,2010,2226,82
43778,virginia,carroll co pblc schs,2843,84,2010,2366,87
43779,virginia,charles city co pblc schs,505,79,2010,434,89
43780,virginia,charlotte co pblc schs,1292,87,2010,1026,92
43781,virginia,charlottesville cty pblc schs,2319,83,2010,1859,83
43782,virginia,chesapeake city pblc schs,25375,89,2010,20926,91
43783,virginia,chesterfield co pblc schs,37708,88,2010,31422,91
43784,virginia,clarke co pblc schs,1288,81,2010,1027,90
43785,virginia,colonial beach pblc schs,397,84,2010,312,90
43786,virginia,colonial heights city pblc schs,1923,86,2010,1562,87
43787,virginia,covington city pblc schs,548,83,2010,458,86
43788,virginia,craig co pblc schs,446,82,2010,383,92
43789,virginia,culpeper co pblc schs,4958,85,2010,4138,87
43790,virginia,cumberland co pblc schs,843,80,2010,757,80
43791,virginia,danville city pblc schs,3800,82,2010,3220,82
43792,virginia,dickenson co pblc schs,1499,84,2010,1241,87
43793,virginia,dinwiddie co pblc schs,2845,84,2010,2380,86
43794,virginia,essex co pblc schs,1034,78,2010,810,83
43795,virginia,fairfax co pblc schs,111144,92,2010,90071,93
43796,virginia,falls church city pblc schs,1405,92,2010,1135,94
43797,virginia,fauquier co pblc schs,7400,86,2010,6215,90
43798,virginia,floyd co pblc schs,1329,88,2010,1091,89
43799,virginia,fluvanna co pblc schs,2445,86,2010,2001,85
43800,virginia,franklin city pblc schs,786,68,2010,621,78
43801,virginia,franklin co pblc schs,4567,89,2010,3880,93
43802,virginia,frederick co pblc schs,8609,85,2010,7004,87
43803,virginia,fredericksburg city pblc schs,1913,79,2010,1554,83
43804,virginia,galax city pblc schs,816,80,2010,704,86
43805,virginia,giles co pblc schs,1662,87,2010,1331,85
43806,virginia,gloucester co pblc schs,3708,85,2010,3042,91
43807,virginia,goochland co pblc schs,1587,90,2010,1331,93
43808,virginia,grayson co pblc schs,1260,86,2010,1015,86
43809,virginia,greene co pblc schs,1816,87,2010,1565,86
43810,virginia,greensville co pblc schs,1527,86,2010,1318,84
43811,virginia,halifax co pblc schs,3577,83,2010,2963,83
43812,virginia,hampton city pblc schs,13404,81,2010,11027,80
43813,virginia,hanover co pblc schs,11960,92,2010,9868,93
43814,virginia,harrisonburg city pblc schs,2822,82,2010,2298,80
43815,virginia,henrico co pblc schs,31780,86,2010,25722,88
43816,virginia,henry co pblc schs,4344,91,2010,3740,89
43817,virginia,highland co pblc schs,150,85-89,2010,115,90-94
43818,virginia,hopewell city pblc schs,2550,78,2010,2085,80
43819,virginia,isle of wight co pblc schs,3553,90,2010,2807,92
43820,virginia,king and queen co pblc schs,460,81,2010,388,89
43821,virginia,king geo co pblc schs,2737,89,2010,2168,90
43822,virginia,king william co pblc schs,1453,86,2010,1173,90
43823,virginia,lancaster co pblc schs,890,78,2010,682,83
43824,virginia,lee co pblc schs,2158,86,2010,1827,88
43825,virginia,lexington city pblc schs,318,90,2010,318,93
43826,virginia,loudoun co pblc schs,40994,89,2010,33677,92
43827,virginia,louisa co pblc schs,2877,84,2010,2518,85
43828,virginia,lunenburg co pblc schs,1002,80,2010,808,85
43829,virginia,lynchburg city pblc schs,5244,76,2010,4349,83
43830,virginia,manassas city pblc schs,4264,78,2010,3459,77
43831,virginia,madison co pblc schs,1181,82,2010,961,86
43832,virginia,manassas park city pblc schs,1812,83,2010,1541,84
43833,virginia,martinsville city pblc schs,1467,83,2010,1239,83
43834,virginia,mathews co pblc schs,854,81,2010,669,89
43835,virginia,mecklenburg co pblc schs,2998,86,2010,2439,89
43836,virginia,middlesex co pblc schs,831,93,2010,638,92
43837,virginia,montgomery co pblc schs,5970,83,2010,4970,89
43838,virginia,nelson co pblc schs,1212,91,2010,1021,88
43839,virginia,new kent co pblc schs,2000,89,2010,1508,87
43840,virginia,newport news city pblc schs,17634,81,2010,14778,82
43841,virginia,norfolk city pblc schs,17879,77,2010,16008,79
43842,virginia,northampton co pblc schs,1032,77,2010,908,75
43843,virginia,northumberland co pblc schs,912,87,2010,786,86
43844,virginia,norton city pblc schs,500,91,2010,430,89
43845,virginia,nottoway co pblc schs,1250,81,2010,1164,84
43846,virginia,orange co pblc schs,3227,86,2010,2774,89
43847,virginia,page co pblc schs,2258,85,2010,1906,83
43848,virginia,patrick co pblc schs,1605,92,2010,1293,92
43849,virginia,petersburg city pblc schs,2382,71,2010,2154,74
43850,virginia,pittsylvania co pblc schs,5868,86,2010,4869,87
